"level","table","title","description","updated","dimensions"
"px-x-0904010000_204","px-x-0904010000_204.px","Bauinvestitionen und Arbeitsvorrat (Investitionen) nach Grossregion, Kanton, Gemeinde, Art und Kategorie der Auftraggeber und Art der Bauwerke","Bauinvestitionen und Arbeitsvorrat (Investitionen) nach Grossregion (<<) / Kanton (-) / Gemeinde (......), Art und Kategorie der Auftraggeber, Art der Bauwerke, Beobachtungseinheit und Jahr","2022-07-19T08:30:30","Grossregion (<<) / Kanton (-) / Gemeinde (......),Art und Kategorie der Auftraggeber,Art der Bauwerke,Beobachtungseinheit,Jahr"
"px-x-0904010000_202","px-x-0904010000_202.px","Bauausgaben und Arbeitsvorrat nach Grossregion, Kanton, Art und Kategorie der Auftraggeber, Art und Kategorie der Bauwerke und Art der Arbeiten","Bauausgaben und Arbeitsvorrat nach Grossregion (<<) / Kanton (-), Art und Kategorie der Auftraggeber, Art der Bauwerke, Kategorie der Bauwerke, Art der Arbeiten, Beobachtungseinheit und Jahr","2022-07-19T08:30:36","Grossregion (<<) / Kanton (-),Art und Kategorie der Auftraggeber,Art der Bauwerke,Kategorie der Bauwerke,Art der Arbeiten,Beobachtungseinheit,Jahr"
"px-x-0904010000_205","px-x-0904010000_205.px","Bauinvestitionen und Arbeitsvorrat (Investitionen) nach Grossregion, Kanton, Gemeinde, Art der Arbeiten und Kategorie der Bauwerke","Bauinvestitionen und Arbeitsvorrat (Investitionen) nach Grossregion (<<) / Kanton (-) / Gemeinde (......), Art der Arbeiten, Kategorie der Bauwerke, Beobachtungseinheit und Jahr","2022-07-19T08:30:40","Grossregion (<<) / Kanton (-) / Gemeinde (......),Art der Arbeiten,Kategorie der Bauwerke,Beobachtungseinheit,Jahr"
"px-x-0703030000_124","px-x-0703030000_124.px","Investitionen in den Forstbetrieben in Franken, ab 2015","Investitionen in den Forstbetrieben in Franken nach Jahr, Forstzone, Kanton und Beobachtungseinheit","2022-07-26T08:30:08","Jahr,Forstzone,Kanton,Beobachtungseinheit"
"px-x-0703030000_123","px-x-0703030000_123.px","Rechnungen der Forstbetriebe in Franken, ab 2015","Rechnungen der Forstbetriebe in Franken nach Jahr, Forstzone, Kanton und Beobachtungseinheit","2022-07-26T08:30:14","Jahr,Forstzone,Kanton,Beobachtungseinheit"
"px-x-0703030000_112","px-x-0703030000_112.px","Anzahl Pflanzungen in der Schweiz","Anzahl Pflanzungen in der Schweiz nach Jahr, Forstzone, Kanton, Eigentümertyp, Holzartengruppe und Beobachtungseinheit","2022-07-26T08:30:16","Jahr,Forstzone,Kanton,Eigentümertyp,Holzartengruppe,Beobachtungseinheit"
"px-x-1504040100_104","px-x-1504040100_104.px","Personal der universitären Hochschulen nach Fachbereich, Geschlecht und Hochschule - in Personen","Personal der universitären Hochschulen - in Personen nach Jahr, Fachbereich, Geschlecht und Hochschule","2022-07-27T08:30:06","Jahr,Fachbereich,Geschlecht,Hochschule"
"px-x-1504040100_106","px-x-1504040100_106.px","Personal der universitären Hochschulen nach Personalkategorie, Geschlecht und Hochschule - in Personen","Personal der universitären Hochschulen - in Personen nach Jahr, Personalkategorie, Geschlecht und Hochschule","2022-07-27T08:30:08","Jahr,Personalkategorie,Geschlecht,Hochschule"
"px-x-1504040100_103","px-x-1504040100_103.px","Personal der universitären Hochschulen nach Fachbereich, Staatsangehörigkeit (Kategorie) und Hochschule - in Personen","Personal der universitären Hochschulen - in Personen nach Jahr, Fachbereich, Staatsangehörigkeit (Kategorie) und Hochschule","2022-07-27T08:30:08","Jahr,Fachbereich,Staatsangehörigkeit (Kategorie),Hochschule"
"px-x-1504040100_108","px-x-1504040100_108.px","Personal der universitären Hochschulen nach Leistung, Personalkategorie und Hochschule - in VZÄ","Personal der universitären Hochschulen - in VZÄ nach Jahr, Leistung, Personalkategorie und Hochschule","2022-07-27T08:30:08","Jahr,Leistung,Personalkategorie,Hochschule"
"px-x-1504040100_101","px-x-1504040100_101.px","Personal der universitären Hochschulen nach Fachbereich, Personalkategorie und Hochschule - in VZÄ","Personal der universitären Hochschulen - in VZÄ nach Jahr, Fachbereich, Personalkategorie und Hochschule","2022-07-27T08:30:08","Jahr,Fachbereich,Personalkategorie,Hochschule"
"px-x-1504040100_107","px-x-1504040100_107.px","Personal der universitären Hochschulen nach Finanzquelle, Personalkategorie und Hochschule - in VZÄ","Personal der universitären Hochschulen - in VZÄ nach Jahr, Finanzquelle, Personalkategorie und Hochschule","2022-07-27T08:30:10","Jahr,Finanzquelle,Personalkategorie,Hochschule"
"px-x-1504040100_102","px-x-1504040100_102.px","Personal der universitären Hochschulen nach Fachbereich, Personalkategorie und Hochschule - in Personen","Personal der universitären Hochschulen - in Personen nach Jahr, Fachbereich, Personalkategorie und Hochschule","2022-07-27T08:30:10","Jahr,Fachbereich,Personalkategorie,Hochschule"
"px-x-1504040100_105","px-x-1504040100_105.px","Personal der universitären Hochschulen nach Personalkategorie, Geschlecht und Hochschule - in VZÄ","Personal der universitären Hochschulen - in VZÄ nach Jahr, Personalkategorie, Geschlecht und Hochschule","2022-07-27T08:30:10","Jahr,Personalkategorie,Geschlecht,Hochschule"
"px-x-2105000000_208","px-x-2105000000_208.px","Lebensqualität in den Städten und Agglomerationen (Agglo 2012): Qualität der Umwelt","Lebensqualität in den Städten und Agglomerationen (Agglo 2012): Qualität der Umwelt","2022-07-28T16:14:50","Stadt / Agglomeration,Indikator zur Qualität der Umwelt,Jahr"
"px-x-1602010000_102","px-x-1602010000_102.px","Filmangebot und Nachfrage nach Herkunftsland","Filmangebot und Nachfrage nach Herkunftsland","2022-08-19T16:34:40","Jahr,Herkunftsland,Alle Filme - Erstaufführungen,Beobachtungseinheit"
"px-x-1602010000_200","px-x-1602010000_200.px","Filmangebot und Nachfrage nach Herkunftsland, Sprachgebiet, Sprachfassung, Projektionsart (2D/3D) und Genre","Filmangebot und Nachfrage nach Jahr, Herkunftsland, Sprachgebiet, Alle Filme - Erstaufführungen, Sprachfassung - Projektionsart - Genre und Beobachtungseinheit","2022-08-19T16:34:40","Jahr,Herkunftsland,Sprachgebiet,Alle Filme - Erstaufführungen,Sprachfassung - Projektionsart - Genre,Beobachtungseinheit"
"px-x-0103010000_414","px-x-0103010000_414.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand, 2014","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand","2022-08-19T21:55:16","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit,Geburtsstaat,Geschlecht,Zivilstand"
"px-x-0104050000_101","px-x-0104050000_101.px","Männliche Vornamen der Neugeborenen nach Sprachregion und Kanton","Männliche Vornamen der Neugeborenen nach Sprachregion und Kanton","2022-08-23T08:30:30","Vorname,Sprachgebiet / Kanton,Masseinheit,Jahr"
"px-x-0103010000_120","px-x-0103010000_120.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Anwesenheitsbewilligung, Staatsangehörigkeit, Geschlecht und Alter, 2020","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Anwesenheitsbewilligung, Staatsangehörigkeit, Geschlecht und Alter","2022-08-23T17:27:04","Jahr,Kanton,Bevölkerungstyp,Anwesenheitsbewilligung,Staatsangehörigkeit,Geschlecht,Alter"
"px-x-0103010000_420","px-x-0103010000_420.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand, 2020","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand","2022-08-24T11:18:14","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit,Geburtsstaat,Geschlecht,Zivilstand"
"px-x-0103010000_416","px-x-0103010000_416.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand, 2016","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand","2022-08-24T11:20:02","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit,Geburtsstaat,Geschlecht,Zivilstand"
"px-x-0103010000_417","px-x-0103010000_417.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand, 2017","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand","2022-08-24T11:20:06","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit,Geburtsstaat,Geschlecht,Zivilstand"
"px-x-0103010000_410","px-x-0103010000_410.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand, 2010","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand","2022-08-24T11:21:38","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit,Geburtsstaat,Geschlecht,Zivilstand"
"px-x-0103010000_411","px-x-0103010000_411.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand, 2011","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand","2022-08-24T11:21:46","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit,Geburtsstaat,Geschlecht,Zivilstand"
"px-x-0103010000_412","px-x-0103010000_412.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand, 2012","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand","2022-08-24T11:21:52","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit,Geburtsstaat,Geschlecht,Zivilstand"
"px-x-0103010000_413","px-x-0103010000_413.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand, 2013","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand","2022-08-24T11:21:56","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit,Geburtsstaat,Geschlecht,Zivilstand"
"px-x-0103010000_415","px-x-0103010000_415.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand, 2015","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand","2022-08-24T11:22:02","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit,Geburtsstaat,Geschlecht,Zivilstand"
"px-x-0103010000_315","px-x-0103010000_315.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter, 2015","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter","2022-08-24T11:51:50","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Alter"
"px-x-0103010000_314","px-x-0103010000_314.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter, 2014","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter","2022-08-24T11:51:58","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Alter"
"px-x-0103010000_313","px-x-0103010000_313.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter, 2013","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter","2022-08-24T11:52:04","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Alter"
"px-x-0103010000_312","px-x-0103010000_312.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter, 2012","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter","2022-08-24T11:52:16","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Alter"
"px-x-0103010000_310","px-x-0103010000_310.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter, 2010","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter","2022-08-24T11:52:10","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Alter"
"px-x-0103010000_311","px-x-0103010000_311.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter, 2011","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter","2022-08-24T11:52:22","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Alter"
"px-x-0103010000_320","px-x-0103010000_320.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter, 2020","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter","2022-08-24T11:52:26","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Alter"
"px-x-0103010000_319","px-x-0103010000_319.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter, 2019","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter","2022-08-24T11:52:32","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Alter"
"px-x-0103010000_316","px-x-0103010000_316.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter, 2016","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter","2022-08-24T11:52:38","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Alter"
"px-x-0103010000_317","px-x-0103010000_317.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter, 2017","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter","2022-08-24T11:52:44","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Alter"
"px-x-0103010000_318","px-x-0103010000_318.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter, 2018","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter","2022-08-24T11:52:50","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Alter"
"px-x-0103020200_104","px-x-0103020200_104.px","Einwanderung der ständigen Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Kategorie), Herkunftsstaat, Geschlecht und Altersklasse","Einwanderung der ständigen Wohnbevölkerung nach Jahr, Kanton, Staatsangehörigkeit (Kategorie), Herkunftsstaat, Geschlecht und Altersklasse","2022-08-25T08:30:24","Jahr,Kanton,Staatsangehörigkeit (Kategorie),Herkunftsstaat,Geschlecht,Altersklasse"
"px-x-0103020300_103","px-x-0103020300_103.px","Auswanderung der ständigen Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Kategorie), Geburtsstaat, Geschlecht und Altersklasse","Auswanderung der ständigen Wohnbevölkerung nach Jahr, Kanton, Staatsangehörigkeit (Kategorie), Geburtsstaat, Geschlecht und Altersklasse","2022-08-25T08:30:28","Jahr,Kanton,Staatsangehörigkeit (Kategorie),Geburtsstaat,Geschlecht,Altersklasse"
"px-x-0103010000_151","px-x-0103010000_151.px","Demografische Bilanz nach Staatsangehörigkeit","Demografische Bilanz nach Staatsangehörigkeit","2022-08-25T08:30:40","Jahr,Staatsangehörigkeit,Geschlecht,Demografische Komponente"
"px-x-0103030000_215","px-x-0103030000_215.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse, 2015","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:30:32","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
"px-x-0103030000_214","px-x-0103030000_214.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse, 2014","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:30:40","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
"px-x-0103020200_102","px-x-0103020200_102.px","Einwanderung der ständigen Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geschlecht und Altersklasse","Einwanderung der ständigen Wohnbevölkerung nach Jahr, Kanton, Staatsangehörigkeit, Geschlecht und Altersklasse","2022-08-25T08:30:46","Jahr,Kanton,Staatsangehörigkeit,Geschlecht,Altersklasse"
"px-x-0102020000_201","px-x-0102020000_201.px","Demografische Bilanz nach institutionellen Gliederungen","Demografische Bilanz nach institutionellen Gliederungen","2022-08-25T08:30:46","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Staatsangehörigkeit (Kategorie),Geschlecht,Demografische Komponente"
"px-x-0103010000_102","px-x-0103010000_102.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Anwesenheitsbewilligung, Geburtsort, Geschlecht und Alter","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Anwesenheitsbewilligung, Geburtsort, Geschlecht und Alter","2022-08-25T08:31:00","Jahr,Kanton,Bevölkerungstyp,Anwesenheitsbewilligung,Geburtsort,Geschlecht,Alter"
"px-x-0103030000_299","px-x-0103030000_299.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:31:04","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
"px-x-0103030000_213","px-x-0103030000_213.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse, 2013","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:31:38","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
"px-x-0103010000_321","px-x-0103010000_321.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter, 2021","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Alter","2022-08-25T08:31:50","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Alter"
"px-x-0102010000_102","px-x-0102010000_102.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Geschlecht, Zivilstand und Alter","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Geschlecht, Zivilstand und Alter","2022-08-25T08:32:40","Jahr,Kanton,Bevölkerungstyp,Geschlecht,Zivilstand,Alter"
"px-x-0103010200_111","px-x-0103010200_111.px","Binnenabwanderung der ständigen Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Kategorie), Geschlecht, Zivilstand und Alter","Binnenabwanderung der ständigen Wohnbevölkerung nach Jahr, Kanton, Staatsangehörigkeit (Kategorie), Geschlecht, Zivilstand und Alter","2022-08-25T08:33:04","Jahr,Kanton,Staatsangehörigkeit (Kategorie),Geschlecht,Zivilstand,Alter"
"px-x-0103010200_121","px-x-0103010200_121.px","Wanderung der ständigen Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Auswahl), Geschlecht und Migrationstyp","Wanderung der ständigen Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Staatsangehörigkeit (Auswahl), Geschlecht und Migrationstyp","2022-08-25T08:33:06","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Staatsangehörigkeit (Auswahl),Geschlecht,Migrationstyp"
"px-x-0103010000_421","px-x-0103010000_421.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand, 2021","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit, Geburtsstaat, Geschlecht und Zivilstand","2022-08-25T08:31:44","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit,Geburtsstaat,Geschlecht,Zivilstand"
"px-x-0102020000_103","px-x-0102020000_103.px","Demografische Bilanz nach Alter","Demografische Bilanz nach Alter","2022-08-25T08:31:56","Jahr,Staatsangehörigkeit (Kategorie),Geschlecht,Alter,Demografische Komponente"
"px-x-0103030100_101","px-x-0103030100_101.px","Erwerb des Schweizer Bürgerrechts nach Kanton, Art des Erwerbs, Geschlecht, Alter und ehemaliger Staatsangehörigkeit","Erwerb des Schweizer Bürgerrechts nach Jahr, Kanton, Art des Erwerbs, Geschlecht, Alter und Staatsangehörigkeit ehemalig","2022-08-25T08:32:18","Jahr,Kanton,Art des Erwerbs,Geschlecht,Alter,Staatsangehörigkeit ehemalig"
"px-x-0103030100_102","px-x-0103030100_102.px","Erwerb des Schweizer Bürgerrechts nach institutionellen Gliederungen, Geschlecht und ehemaliger Staatsangehörigkeit (Auswahl)","Erwerb des Schweizer Bürgerrechts nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Geschlecht und Staatsangehörigkeit ehemalig (Auswahl)","2022-08-25T08:33:08","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Geschlecht,Staatsangehörigkeit ehemalig (Auswahl)"
"px-x-0103010000_101","px-x-0103010000_101.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Anwesenheitsbewilligung, Geschlecht, Altersklasse und Staatsangehörigkeit","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Anwesenheitsbewilligung, Geschlecht, Altersklasse und Staatsangehörigkeit","2022-08-25T08:33:12","Jahr,Kanton,Bevölkerungstyp,Anwesenheitsbewilligung,Geschlecht,Altersklasse,Staatsangehörigkeit"
"px-x-0103020300_101","px-x-0103020300_101.px","Auswanderung der ständigen Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Kategorie), Geschlecht und Alter","Auswanderung der ständigen Wohnbevölkerung nach Jahr, Kanton, Staatsangehörigkeit (Kategorie), Geschlecht und Alter","2022-08-25T08:31:54","Jahr,Kanton,Staatsangehörigkeit (Kategorie),Geschlecht,Alter"
"px-x-0103030000_102","px-x-0103030000_102.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Geschlecht und Alter","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Geschlecht und Alter","2022-08-25T08:31:56","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Geschlecht,Alter"
"px-x-0103020300_104","px-x-0103020300_104.px","Auswanderung der ständigen Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Kategorie), Zielstaat, Geschlecht und Altersklasse","Auswanderung der ständigen Wohnbevölkerung nach Jahr, Kanton, Staatsangehörigkeit (Kategorie), Zielstaat, Geschlecht und Altersklasse","2022-08-25T08:32:16","Jahr,Kanton,Staatsangehörigkeit (Kategorie),Zielstaat,Geschlecht,Altersklasse"
"px-x-0103030000_217","px-x-0103030000_217.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse, 2017","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:32:32","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
